t,theta1,omega1,theta2,omega2,x2,y2,energy
0.255,1.771238307,-2.456860243,-0.6127236832,-0.3777365066,0.4048808803,-0.6189821888,1.314290793
0.26,1.758850658,-2.498129812,-0.6145639833,-0.3581140039,0.4057674925,-0.6300770495,1.314290793
0.265,1.746257707,-2.538980477,-0.6163021046,-0.3368603936,0.4066245467,-0.641459042,1.314290794
0.27,1.733461552,-2.579411553,-0.617929824,-0.3139488902,0.4074501136,-0.653130736,1.314290795
0.275,1.720464289,-2.61942392,-0.6194387878,-0.2893540005,0.408242332,-0.6650945972,1.314290795
0.28,1.707268007,-2.659020141,-0.620820518,-0.2630515702,0.4089994176,-0.6773529786,1.314290796
0.285,1.693874774,-2.698204577,-0.6220664195,-0.2350188209,0.4097196712,-0.6899081128,1.314290797
0.29,1.680286637,-2.736983501,-0.6231677866,-0.2052343731,0.4104014875,-0.7027621035,1.314290798
0.295,1.666505602,-2.775365218,-0.6241158103,-0.1736782554,0.4110433634,-0.715916918,1.314290799
0.3,1.65253363,-2.813360172,-0.6249015853,-0.1403318971,0.4116439066,-0.7293743789,1.3142908
0.305,1.638372624,-2.850981065,-0.6255161168,-0.1051781045,0.4122018441,-0.7431361563,1.314290802
0.31,1.624024417,-2.888242966,-0.6259503275,-0.06820101705,0.4127160305,-0.7572037598,1.314290803
0.315,1.609490763,-2.925163417,-0.6261950638,-0.02938604396,0.4131854562,-0.7715785309,1.314290804
0.32,1.594773319,-2.961762548,-0.6262411023,0.01128022086,0.4136092554,-0.7862616347,1.314290806
0.325,1.579873635,-2.998063173,-0.6260791554,0.05381010711,0.4139867142,-0.8012540526,1.314290807
0.33,1.564793142,-3.034090904,-0.6256998762,0.09821500057,0.4143172776,-0.8165565738,1.314290809
0.335,1.549533134,-3.069874246,-0.6250938627,0.144505501,0.4146005573,-0.8321697878,1.314290811
0.34,1.534094755,-3.105444705,-0.6242516618,0.1926916065,0.4148363384,-0.848094076,1.314290812
