t,theta1,omega1,theta2,omega2,x2,y2,energy
1.22,-1.990094082,-0.2832102075,-0.005547465443,-2.588950925,-0.9189224996,-0.5928654718,1.314582878
1.225,-1.991346949,-0.2180051202,-0.01842676718,-2.562783042,-0.9312900045,-0.5915670741,1.314582878
1.23,-1.992274827,-0.1532161695,-0.03117547319,-2.536721502,-0.943655492,-0.5904040749,1.314582879
1.235,-1.992879811,-0.08884784955,-0.04379424718,-2.510818898,-0.9560176459,-0.5893792118,1.314582879
1.24,-1.993164012,-0.02490296149,-0.05628401286,-2.485126655,-0.9683752343,-0.5884952581,1.314582879
1.245,-1.993129549,0.03861735413,-0.06864594823,-2.459695065,-0.9807271081,-0.5877550116,1.31458288
1.25,-1.992778545,0.1017135847,-0.08088148002,-2.434573334,-0.9930722004,-0.5871612835,1.31458288
1.255,-1.992113116,0.1643878121,-0.09299227836,-2.409809629,-1.005409524,-0.5867168879,1.31458288
1.26,-1.991135364,0.22664368,-0.1049802517,-2.385451131,-1.017738171,-0.5864246313,1.31458288
1.265,-1.989847368,0.2884863605,-0.1168475422,-2.36154409,-1.030057307,-0.5862873036,1.314582881
1.27,-1.988251178,0.3499225232,-0.1285965208,-2.338133895,-1.042366172,-0.586307668,1.314582881
1.275,-1.986348807,0.4109603046,-0.1402297836,-2.31526513,-1.054664073,-0.5864884528,1.314582881
1.28,-1.984142223,0.4716092801,-0.1517501476,-2.29298165,-1.066950384,-0.5868323425,1.314582881
1.285,-1.981633344,0.5318804372,-0.1631606476,-2.271326651,-1.079224542,-0.5873419702,1.314582882
1.29,-1.978824028,0.5917861524,-0.1744645326,-2.25034275,-1.091486039,-0.5880199093,1.314582882
1.295,-1.975716069,0.6513401706,-0.1856652638,-2.230072061,-1.103734422,-0.5888686663,1.314582882
