t,theta1,omega1,theta2,omega2,x2,y2,energy
0.3950000000,0.6685898874,-7.0130871900,0.3804841820,5.4690699896,0.9912501618,-1.7131814802,-39.2400453016
0.4000000000,0.6325413079,-7.4049310058,0.4088992266,5.8949152899,0.9887958445,-1.7240867481,-39.2400517176
0.4050000000,0.5945892593,-7.7667806570,0.4393737712,6.2841437378,0.9855413529,-1.7333968741,-39.2400113364
0.4100000000,0.5550144719,-8.0438753554,0.4715766523,6.5747778657,0.9812470149,-1.7407459505,-39.2399059403
0.4150000000,0.5143920505,-8.1773314758,0.5048439607,6.7003136687,0.9756765368,-1.7458419545,-39.2398175341
0.4200000000,0.4735380052,-8.1350823238,0.5382396661,6.6244845343,0.9686631597,-1.7485728004,-39.2398659704
0.4250000000,0.4333090158,-7.9339607892,0.5707811016,6.3660668787,0.9601657910,-1.7490605546,-39.2400011525
0.4300000000,0.3943745532,-7.6274077319,0.6016955961,5.9851125545,0.9502719253,-1.7476140842,-39.2400923851
0.4350000000,0.3571124472,-7.2736801934,0.6305386448,5.5472659769,0.9391502292,-1.7446201824,-39.2401139185
0.4400000000,0.3216444978,-6.9151397552,0.6571547460,5.1004581977,0.9269937948,-1.7404503354,-39.2401034341
0.4450000000,0.2879289175,-6.5753545539,0.6815740764,4.6715719621,0.9139832145,-1.7354160382,-39.2400887625
0.4500000000,0.2558424049,-6.2644153080,0.7039204329,4.2723474087,0.9002717247,-1.7297611634,-39.2400786144
0.4550000000,0.2252324282,-5.9847512375,0.7243523873,3.9058806958,0.8859834916,-1.7236709445,-39.2400732031
0.4600000000,0.1959448442,-5.7350731707,0.7430320386,3.5710428787,0.8712172595,-1.7172848529,-39.2400708794
0.4650000000,0.1678363820,-5.5125806138,0.7601107520,3.2649612109,0.8560512437,-1.7107082126,-39.2400702316
0.4700000000,0.1407790947,-5.3140675165,0.7757239424,2.9842681304,0.8405476359,-1.7040212712,-39.2400703869
0.4750000000,0.1146609526,-5.1364257881,0.7899902326,2.7256746273,0.8247562715,-1.6972858857,-39.2400708727
0.4800000000,0.0893847680,-4.9768445994,0.8030125210,2.4862011862,0.8087174664,-1.6905503416,-39.2400714532
0.4850000000,0.0648665334,-4.8328648370,0.8148797414,2.2632448531,0.7924641653,-1.6838528077,-39.2400720200
0.4900000000,0.0410336712,-4.7023692412,0.8256687494,2.0545728868,0.7760235595,-1.6772238226,-39.2400725295
0.4950000000,0.0178234060,-4.5835473965,0.8354460908,1.8582871528,0.7594183065,-1.6706880976,-39.2400729690
0.5000000000,-0.0048186655,-4.4748538877,0.8442695658,1.6727800189,0.7426674538,-1.6642658393,-39.2400733401
0.5050000000,-0.0269397969,-4.3749676777,0.8521895717,1.4966909763,0.7257871450,-1.6579737285,-39.2400736499
0.5100000000,-0.0485811208,-4.2827558354,0.8592502384,1.3288676386,0.7087911640,-1.6518256554,-39.2400739072
0.5150000000,-0.0697785093,-4.1972424446,0.8654903834,1.1683321651,0.6916913571,-1.6458332767,-39.2400741204
